0,0,0,0,0,0.3646,0,0.86,-4.67
-0.04937,-0.0011882,-0.079936,-0.00032004,0.10003,0.32098,0.0013552,0.86,-4.5738
-0.097823,-0.0029976,-0.15969,-0.0012789,0.18729,0.32058,0.081101,0.86,-4.5918
-0.14771,-0.0054878,-0.24426,-0.0028951,0.27375,0.39945,-0.0043965,0.86,-4.7515
-0.1935,-0.008554,-0.32208,-0.0051608,0.38115,0.3637,-0.17813,0.86,-4.7658
-0.23216,-0.012066,-0.38746,-0.0079994,0.47789,0.35807,0.24209,0.86,-4.7149
-0.28258,-0.016419,-0.48074,-0.011473,0.57232,0.31626,0.16577,0.86,-4.6774
-0.32846,-0.021411,-0.56807,-0.015669,0.65452,0.33732,0.22427,0.86,-4.7758
-0.37396,-0.027105,-0.65826,-0.020575,0.74185,0.33108,0.23632,0.86,-4.7628
-0.41731,-0.03348,-0.74833,-0.026202,0.82677,0.37525,-0.14193,0.86,-4.7543
-0.44574,-0.040203,-0.81177,-0.032443,0.92313,0.33303,0.079292,0.86,-4.5844
-0.47841,-0.047565,-0.88957,-0.039249,1.0071,0.38471,-0.023827,0.86,-4.6768
-0.50471,-0.055403,-0.95912,-0.046644,1.1047,0.33958,-0.085303,0.86,-4.5768
-0.52579,-0.063684,-1.0236,-0.054576,1.189,0.39132,-0.11825,0.86,-4.6307
-0.54246,-0.072388,-1.0847,-0.06301,1.2869,0.36833,-0.046706,0.86,-4.557
-0.55789,-0.081574,-1.1495,-0.071947,1.3777,0.39589,0.22238,0.86,-4.6843
-0.57827,-0.091433,-1.2312,-0.081471,1.4753,0.35259,-0.24435,0.86,-4.7079
-0.57969,-0.10148,-1.2798,-0.091516,1.5603,0.40088,0.063819,0.86,-4.6342
-0.587,-0.11209,-1.3482,-0.10203,1.6579,0.39445,-0.014242,0.86,-4.7793
-0.58761,-0.12311,-1.4096,-0.11306,1.7529,0.33173,0.0501,0.86,-4.6028
-0.58585,-0.13459,-1.4744,-0.1246,1.8299,0.38273,0.076672,0.86,-4.7938
-0.58046,-0.14653,-1.5392,-0.13665,1.9203,0.32352,0.099311,0.86,-4.7
-0.57105,-0.15891,-1.6042,-0.14923,1.9938,0.39399,0.014471,0.86,-4.5969
-0.554,-0.17165,-1.6621,-0.16229,2.086,0.37364,0.12683,0.86,-4.5686
-0.53552,-0.18485,-1.7262,-0.17585,2.1719,0.38119,0.18169,0.86,-4.5742
-0.5136,-0.19852,-1.7923,-0.18992,2.2591,0.32033,-0.079358,0.86,-4.6484
-0.47795,-0.2124,-1.839,-0.20445,2.329,0.33688,-0.19611,0.86,-4.7014
-0.43323,-0.22645,-1.876,-0.21931,2.4029,0.35774,0.2149,0.86,-4.5677
-0.39621,-0.24104,-1.9395,-0.23457,2.4819,0.35831,-0.016071,0.86,-4.7883
-0.34613,-0.25584,-1.9853,-0.25027,2.5604,0.33643,-0.14398,0.86,-4.7879
-0.28621,-0.2708,-2.0206,-0.2663,2.6323,0.34614,-0.21278,0.86,-4.5533
-0.21824,-0.28587,-2.0502,-0.28258,2.7063,0.34668,0.029092,0.86,-4.604
-0.15223,-0.30128,-2.0943,-0.29916,2.7798,0.39761,-0.11978,0.86,-4.7847
-0.075508,-0.31681,-2.1263,-0.31605,2.8668,0.36325,-0.23844,0.86,-4.7813
0.011037,-0.33239,-2.1486,-0.33315,2.9436,0.32597,0.21244,0.86,-4.5479
0.089222,-0.34841,-2.2001,-0.35054,3.0096,0.31603,0.23431,0.86,-4.5647
0.173,-0.36476,-2.2513,-0.36835,3.0723,0.33548,-0.21878,0.86,-4.5483
0.27773,-0.38101,-2.27,-0.38644,3.1398,0.37075,-0.22707,0.86,-4.696
0.38894,-0.3973,-2.2861,-0.40466,3.2165,0.32978,0.21153,0.86,-4.6407
0.49242,-0.41397,-2.3303,-0.42313,3.2814,0.35677,0.023118,0.86,-4.7168
0.60849,-0.43073,-2.3597,-0.44189,3.3531,0.40096,-0.15034,0.86,-4.7632
0.73668,-0.44745,-2.3755,-0.46083,3.4364,0.337,0.09443,0.86,-4.6618
0.86358,-0.46439,-2.4062,-0.47996,3.5015,0.36751,-0.13165,0.86,-4.6983
1.0044,-0.48128,-2.4198,-0.49926,3.5744,0.38042,-0.15814,0.86,-4.7015
1.1527,-0.49813,-2.4298,-0.51866,3.6503,0.36311,-0.014185,0.86,-4.7814
1.3029,-0.51507,-2.4477,-0.53818,3.7208,0.35744,0.056547,0.86,-4.5479
1.4576,-0.5321,-2.4691,-0.55784,3.7892,0.3458,0.21982,0.86,-4.7696
1.6138,-0.54932,-2.4992,-0.57772,3.8539,0.39579,-0.22227,0.86,-4.6101
1.7911,-0.56629,-2.4979,-0.59771,3.9318,0.35936,-0.21677,0.86,-4.706
1.9748,-0.58314,-2.495,-0.61768,3.999,0.38623,0.12157,0.86,-4.728
2.1544,-0.60015,-2.5134,-0.63772,4.0731,0.37629,0.19234,0.86,-4.585
2.3385,-0.61724,-2.535,-0.65791,4.1439,0.38459,0.074289,0.86,-4.7411
2.5333,-0.63428,-2.5465,-0.67824,4.2164,0.32168,-0.17151,0.86,-4.6243
2.7429,-0.6511,-2.5398,-0.69858,4.2711,0.3345,0.20041,0.86,-4.7099
2.9472,-0.66807,-2.5565,-0.71897,4.3288,0.39466,-0.10686,0.86,-4.6172
3.1682,-0.6848,-2.5508,-0.7394,4.4026,0.40517,0.11388,0.86,-4.6421
3.389,-0.70155,-2.5584,-0.75984,4.4786,0.32881,0.0085714,0.86,-4.7376
3.6198,-0.71817,-2.5568,-0.7803,4.5332,0.38105,0.10656,0.86,-4.6806
3.8544,-0.73474,-2.5604,-0.80077,4.6016,0.36971,-0.0058128,0.86,-4.6361
4.0993,-0.75114,-2.5548,-0.82123,4.6663,0.33055,0.028788,0.86,-4.6193
4.3498,-0.76742,-2.55,-0.84165,4.7198,0.39538,-0.20289,0.86,-4.6298
4.6143,-0.78335,-2.5278,-0.86196,4.7907,0.38681,-0.051776,0.86,-4.7496
4.8806,-0.79913,-2.5141,-0.88213,4.8587,0.3922,-0.19702,0.86,-4.6235
5.158,-0.81458,-2.4893,-0.90215,4.9275,0.33085,0.076945,0.86,-4.7301
5.433,-0.82996,-2.4814,-0.92203,4.979,0.32681,0.10643,0.86,-4.7679
5.7134,-0.8452,-2.4739,-0.94185,5.029,0.3253,0.16129,0.86,-4.6912
5.9985,-0.86032,-2.4688,-0.96163,5.0782,0.32917,0.15598,0.86,-4.7538
6.2901,-0.8753,-2.4617,-0.98135,5.128,0.39498,-0.19866,0.86,-4.5839
6.5995,-0.88983,-2.4295,-1.0009,5.1955,0.33606,-0.072921,0.86,-4.7892
6.911,-0.90411,-2.4041,-1.0203,5.2463,0.35054,-0.24375,0.86,-4.7401
7.2339,-0.91796,-2.3658,-1.0393,5.3007,0.36017,0.019175,0.86,-4.7171
7.5544,-0.93163,-2.3442,-1.0582,5.3573,0.36946,0.18628,0.86,-4.6314
7.8754,-0.94518,-2.3328,-1.0769,5.416,0.41208,0.2363,0.86,-4.5902
8.2008,-0.95859,-2.3236,-1.0955,5.4859,0.37571,0.22142,0.86,-4.674
8.5326,-0.97183,-2.3119,-1.1141,5.5452,0.37232,0.0029063,0.86,-4.5692
8.8773,-0.98471,-2.2843,-1.1324,5.6032,0.34454,-0.21501,0.86,-4.7536
9.2346,-0.9971,-2.2404,-1.1505,5.6531,0.38193,-0.080031,0.86,-4.7352
9.593,-1.0092,-2.2047,-1.1683,5.7128,0.39224,0.11966,0.86,-4.6278
9.9505,-1.0211,-2.1816,-1.1859,5.7749,0.3254,0.07609,0.86,-4.7455
10.315,-1.0327,-2.1543,-1.2032,5.8181,0.35587,-0.041818,0.86,-4.7739
10.688,-1.0438,-2.1179,-1.2203,5.8694,0.37553,0.24451,0.86,-4.712
11.057,-1.0549,-2.1,-1.2372,5.9257,0.40691,0.17568,0.86,-4.63
11.434,-1.0657,-2.0766,-1.2539,5.9901,0.33843,-0.17496,0.86,-4.7349
11.827,-1.076,-2.0283,-1.2703,6.0352,0.3235,-0.21093,0.86,-4.7238
12.226,-1.0858,-1.9767,-1.2863,6.0759,0.41149,-0.207,0.86,-4.715
12.63,-1.0951,-1.9247,-1.3019,6.1403,0.38812,-0.22554,0.86,-4.6555
13.038,-1.1039,-1.8709,-1.3171,6.1979,0.38815,0.06574,0.86,-4.7785
13.442,-1.1125,-1.8358,-1.3319,6.255,0.32779,0.14276,0.86,-4.5806
13.847,-1.1208,-1.8057,-1.3465,6.2951,0.34135,0.028217,0.86,-4.7811
14.261,-1.1287,-1.7667,-1.3608,6.3386,0.39734,0.014091,0.86,-4.6743
14.679,-1.1363,-1.7264,-1.3748,6.3971,0.41214,0.14465,0.86,-4.6991
15.096,-1.1436,-1.6942,-1.3884,6.4592,0.37467,-0.042949,0.86,-4.7282
15.524,-1.1505,-1.6488,-1.4018,6.5105,0.40241,0.20898,0.86,-4.6279
15.948,-1.1571,-1.6201,-1.4149,6.569,0.33786,0.14594,0.86,-4.5755
16.377,-1.1634,-1.5866,-1.4277,6.6094,0.37204,-0.16054,0.86,-4.6916
16.82,-1.1692,-1.5318,-1.4402,6.6588,0.32891,0.16486,0.86,-4.6995
17.255,-1.1748,-1.4986,-1.4523,6.696,0.37313,-0.081599,0.86,-4.7864
17.702,-1.1799,-1.4481,-1.4641,6.745,0.37101,0.018912,0.86,-4.7555
18.149,-1.1846,-1.4042,-1.4755,6.793,0.36804,-0.15837,0.86,-4.7062
18.605,-1.1888,-1.3481,-1.4865,6.8398,0.31875,-0.028096,0.86,-4.6985
19.059,-1.1926,-1.3007,-1.4971,6.8728,0.34401,0.17768,0.86,-4.6473
19.509,-1.1962,-1.2672,-1.5074,6.9124,0.34915,-0.021653,0.86,-4.5515
19.969,-1.1994,-1.2201,-1.5173,6.9531,0.39613,0.11154,0.86,-4.6207
20.426,-1.2023,-1.1818,-1.5269,7.0064,0.39876,0.1693,0.86,-4.5991
20.885,-1.2049,-1.1474,-1.5363,7.06,0.38439,-0.20016,0.86,-4.7916
21.357,-1.2069,-1.0874,-1.5452,7.1092,0.37618,-0.080308,0.86,-4.726
21.828,-1.2086,-1.0358,-1.5537,7.1557,0.36163,0.055655,0.86,-4.6091
22.297,-1.2099,-0.99363,-1.5618,7.1979,0.36543,-0.12181,0.86,-4.716
22.773,-1.2107,-0.93931,-1.5695,7.2408,0.35123,0.19896,0.86,-4.6528
23.241,-1.2114,-0.90699,-1.5769,7.2795,0.3836,0.22919,0.86,-4.571
23.709,-1.2118,-0.87696,-1.5841,7.3267,0.33689,-0.2327,0.86,-4.7586
24.194,-1.2117,-0.81537,-1.5908,7.3608,0.32104,-0.10693,0.86,-4.6281
24.676,-1.2111,-0.76286,-1.5971,7.3902,0.32193,0.0095482,0.86,-4.7216
25.155,-1.2102,-0.71833,-1.6031,7.4196,0.35335,-0.21505,0.86,-4.6381
25.643,-1.2088,-0.65906,-1.6086,7.4574,0.38089,-0.028761,0.86,-4.7307
26.126,-1.2071,-0.6126,-1.6137,7.5025,0.35104,0.20122,0.86,-4.7173
26.602,-1.2053,-0.58212,-1.6184,7.539,0.41025,0.077175,0.86,-4.6618
27.084,-1.2031,-0.54368,-1.6229,7.5915,0.394,-0.12972,0.86,-4.5645
27.572,-1.2004,-0.49183,-1.6271,7.6391,0.39868,-0.20132,0.86,-4.6979
28.063,-1.1973,-0.43536,-1.6308,7.6876,0.40116,-0.0945,0.86,-4.7039
28.552,-1.1939,-0.38666,-1.6341,7.7364,0.36311,0.19998,0.86,-4.7522
29.031,-1.1904,-0.35836,-1.6371,7.7744,0.31603,0.061334,0.86,-4.7132
29.515,-1.1865,-0.32123,-1.6398,7.7992,0.39839,-0.23093,0.86,-4.6743
30.008,-1.1821,-0.26497,-1.6421,7.8463,0.33666,-0.24153,0.86,-4.737
30.501,-1.1773,-0.20854,-1.644,7.8762,0.34681,-0.097858,0.86,-4.646
30.99,-1.1722,-0.16276,-1.6455,7.9085,0.41325,-0.12317,0.86,-4.7327
31.479,-1.1668,-0.1158,-1.6466,7.9589,0.36332,0.16502,0.86,-4.5552
31.958,-1.1613,-0.089471,-1.6474,7.9952,0.36381,0.14968,0.86,-4.7363
32.438,-1.1556,-0.062392,-1.648,8.0313,0.34219,-0.24882,0.86,-4.7464
32.929,-1.1494,-0.0090213,-1.6483,8.0611,0.40024,0.23582,0.86,-4.6978
33.404,-1.1432,0.010594,-1.6483,8.1067,0.32636,0.15693,0.86,-4.5787
33.882,-1.1368,0.034591,-1.6481,8.1317,0.36629,0.067412,0.86,-4.5896
34.361,-1.1302,0.063923,-1.6478,8.1674,0.41458,-0.13013,0.86,-4.7793
34.846,-1.1233,0.10623,-1.6471,8.216,0.38363,0.2477,0.86,-4.6852
35.317,-1.1164,0.12188,-1.6462,8.2558,0.31917,-0.20237,0.86,-4.7217
35.803,-1.1091,0.16731,-1.645,8.2776,0.35498,0.074969,0.86,-4.7186
36.278,-1.1016,0.19302,-1.6436,8.309,0.37981,0.13097,0.86,-4.764
36.75,-1.0941,0.21418,-1.6419,8.347,0.39697,0.055497,0.86,-4.729
37.223,-1.0864,0.23952,-1.6401,8.3894,0.32404,-0.054917,0.86,-4.7032
37.698,-1.0784,0.27138,-1.6381,8.4115,0.35663,-0.19892,0.86,-4.6984
38.177,-1.0701,0.31205,-1.6357,8.4423,0.35446,-0.16752,0.86,-4.7867
38.653,-1.0616,0.34976,-1.6331,8.4722,0.33011,0.025236,0.86,-4.7702
39.121,-1.053,0.37337,-1.6302,8.4953,0.34845,0.017374,0.86,-4.5936
39.588,-1.0443,0.39618,-1.6271,8.5232,0.4114,0.19403,0.86,-4.6372
40.048,-1.0356,0.40615,-1.6239,8.5682,0.36014,-0.16067,0.86,-4.7437
40.517,-1.0266,0.43942,-1.6205,8.5987,0.36157,0.0091726,0.86,-4.7885
40.979,-1.0175,0.46025,-1.6169,8.6294,0.32592,0.0062626,0.86,-4.7007
41.44,-1.0083,0.48008,-1.6132,8.65,0.31537,-0.17448,0.86,-4.6901
41.904,-0.99892,0.51112,-1.6092,8.6676,0.37262,-0.05472,0.86,-4.5489
42.362,-0.98942,0.53267,-1.605,8.7008,0.36397,0.054093,0.86,-4.75
42.815,-0.9799,0.54623,-1.6007,8.7313,0.31468,0.13736,0.86,-4.6983
43.263,-0.97041,0.55303,-1.5963,8.7481,0.36855,0.17886,0.86,-4.6692
43.708,-0.96096,0.55598,-1.5919,8.7795,0.39171,-0.095384,0.86,-4.6562
44.159,-0.95133,0.5765,-1.5873,8.817,0.4026,-0.081488,0.86,-4.7507
44.609,-0.9416,0.59522,-1.5827,8.8572,0.35774,0.11955,0.86,-4.7435
45.049,-0.93197,0.59926,-1.5779,8.8847,0.41014,0.19859,0.86,-4.706
45.485,-0.92243,0.59689,-1.5731,8.9265,0.37161,-0.10206,0.86,-4.6665
45.928,-0.91273,0.61384,-1.5682,8.9573,0.33129,0.23404,0.86,-4.7199
46.359,-0.90323,0.6071,-1.5634,8.9768,0.32507,0.00042111,0.86,-4.733
46.795,-0.89366,0.61528,-1.5585,8.9945,0.3291,0.084019,0.86,-4.5667
47.226,-0.88416,0.61646,-1.5535,9.0131,0.36363,0.18372,0.86,-4.7217
47.652,-0.8748,0.61026,-1.5486,9.041,0.38193,0.24005,0.86,-4.7205
48.075,-0.86559,0.59934,-1.5438,9.0738,0.41416,-0.2476,0.86,-4.6821
48.51,-0.85613,0.62046,-1.5389,9.1151,0.39136,-0.021751,0.86,-4.662
48.937,-0.84675,0.62521,-1.5339,9.1498,0.41136,0.12235,0.86,-4.5547
49.357,-0.83751,0.61902,-1.529,9.1898,0.35019,0.012377,0.86,-4.6195
49.778,-0.8283,0.61951,-1.524,9.2126,0.40498,0.045973,0.86,-4.6648
50.196,-0.81917,0.6169,-1.5191,9.2503,0.36714,0.13453,0.86,-4.7377
50.609,-0.8102,0.60754,-1.5142,9.2773,0.33233,0.011945,0.86,-4.5757
51.025,-0.80125,0.60528,-1.5093,9.2946,0.33561,0.23301,0.86,-4.6046
51.431,-0.79257,0.58724,-1.5045,9.3126,0.34343,-0.075584,0.86,-4.7816
51.845,-0.78383,0.58966,-1.4998,9.3326,0.35552,-0.19119,0.86,-4.6892
52.261,-0.77504,0.59882,-1.4951,9.3558,0.37852,0.13792,0.86,-4.6759
52.665,-0.76651,0.58476,-1.4903,9.3851,0.39209,-0.17212,0.86,-4.7887
53.076,-0.75788,0.59113,-1.4856,9.4179,0.33406,-0.20404,0.86,-4.7594
53.487,-0.74924,0.5987,-1.4809,9.4345,0.38559,-0.0087336,0.86,-4.6612
53.889,-0.74075,0.59194,-1.4761,9.4651,0.41136,-0.013443,0.86,-4.5688
54.289,-0.73238,0.5845,-1.4714,9.5025,0.32497,0.042913,0.86,-4.5762
54.686,-0.72416,0.57245,-1.4668,9.516,0.3657,-0.085148,0.86,-4.6542
55.086,-0.71599,0.56845,-1.4622,9.5405,0.34725,0.22941,0.86,-4.7765
55.473,-0.70817,0.54263,-1.4578,9.5597,0.34434,0.034119,0.86,-4.7392
55.865,-0.70044,0.52928,-1.4535,9.578,0.38626,-0.23279,0.86,-4.644
56.264,-0.69264,0.53307,-1.4492,9.6077,0.39845,-0.019787,0.86,-4.6713
56.654,-0.68504,0.52171,-1.445,9.6404,0.40904,-0.002524,0.86,-4.6901
57.042,-0.6776,0.5085,-1.4409,9.6758,0.32393,-0.19832,0.86,-4.5801
57.435,-0.67015,0.50763,-1.4368,9.6876,0.31791,-0.040409,0.86,-4.7049
57.821,-0.66288,0.49559,-1.4328,9.6976,0.393,0.21774,0.86,-4.619
58.197,-0.65598,0.46523,-1.429,9.7282,0.32117,-0.11559,0.86,-4.7121
58.582,-0.64908,0.45707,-1.4253,9.7388,0.35509,-0.054359,0.86,-4.5945
58.964,-0.64234,0.44386,-1.4217,9.7586,0.33305,0.18183,0.86,-4.7186
59.337,-0.63595,0.41431,-1.4182,9.7722,0.4133,0.0069448,0.86,-4.6937
59.715,-0.62969,0.39603,-1.415,9.8077,0.4027,-0.098095,0.86,-4.664
60.094,-0.62352,0.38426,-1.4119,9.84,0.37121,-0.22612,0.86,-4.5732
60.477,-0.61738,0.38039,-1.4088,9.8635,0.32234,-0.1544,0.86,-4.7098
60.855,-0.61138,0.37136,-1.4058,9.8733,0.41031,-0.0083944,0.86,-4.5736
61.228,-0.6056,0.3516,-1.4029,9.9072,0.40929,-0.048043,0.86,-4.7513
61.602,-0.59999,0.3344,-1.4002,9.9406,0.4107,0.13906,0.86,-4.6452
61.968,-0.59471,0.30384,-1.3976,9.974,0.40206,0.022675,0.86,-4.7865
62.337,-0.5896,0.28106,-1.3953,10.005,0.36995,0.097953,0.86,-4.7269
62.702,-0.58477,0.25265,-1.3931,10.027,0.32571,-0.1997,0.86,-4.5876
63.077,-0.57995,0.24373,-1.3912,10.036,0.34955,-0.048739,0.86,-4.647
63.446,-0.57536,0.22428,-1.3893,10.052,0.36744,-0.090526,0.86,-4.6133
63.815,-0.57091,0.20721,-1.3876,10.073,0.4019,-0.23236,0.86,-4.6052
64.188,-0.56651,0.19935,-1.3859,10.103,0.36649,-0.22444,0.86,-4.6674
64.561,-0.56221,0.19068,-1.3844,10.123,0.36686,0.0025805,0.86,-4.7579
64.925,-0.5582,0.16645,-1.3829,10.143,0.36453,0.020438,0.86,-4.7455
65.288,-0.55441,0.14069,-1.3817,10.162,0.39485,0.0076572,0.86,-4.6949
65.651,-0.55085,0.11543,-1.3807,10.189,0.36825,0.17409,0.86,-4.5523
66.008,-0.54764,0.07836,-1.3799,10.209,0.34106,0.095833,0.86,-4.6474
66.368,-0.54468,0.046631,-1.3794,10.221,0.31568,-0.018591,0.86,-4.6777
66.731,-0.5419,0.022555,-1.3791,10.227,0.31961,0.067316,0.86,-4.7507
67.092,-0.5394,-0.0073523,-1.3791,10.233,0.37815,-0.040972,0.86,-4.7572
67.455,-0.53705,-0.030035,-1.3792,10.255,0.33255,0.081895,0.86,-4.7787
67.815,-0.53501,-0.06112,-1.3796,10.264,0.31915,-0.057341,0.86,-4.5926
68.179,-0.5331,-0.083237,-1.3802,10.27,0.34757,-0.14709,0.86,-4.5579
68.547,-0.53131,-0.099446,-1.3809,10.284,0.41247,0.18551,0.86,-4.7708
68.904,-0.52993,-0.13782,-1.3818,10.315,0.38756,0.22425,0.86,-4.5848
69.26,-0.5289,-0.17917,-1.3831,10.339,0.33839,0.2249,0.86,-4.638
69.616,-0.5282,-0.22037,-1.3847,10.35,0.32913,0.18868,0.86,-4.7264
69.974,-0.5278,-0.25882,-1.3866,10.357,0.40992,-0.0011957,0.86,-4.6245
70.339,-0.52754,-0.2845,-1.3888,10.387,0.35437,0.093581,0.86,-4.6745
70.702,-0.52757,-0.3164,-1.3912,10.402,0.40347,0.086473,0.86,-4.7435
71.066,-0.52784,-0.34753,-1.3939,10.43,0.39588,-0.2288,0.86,-4.7053
71.441,-0.5281,-0.35724,-1.3967,10.455,0.33513,0.13567,0.86,-4.6842
71.805,-0.52873,-0.39158,-1.3997,10.464,0.39994,-0.17293,0.86,-4.6084
72.18,-0.52936,-0.40499,-1.4029,10.49,0.32594,-0.08133,0.86,-4.5901
72.553,-0.53018,-0.4245,-1.4062,10.496,0.35954,0.18348,0.86,-4.5983
72.918,-0.53137,-0.46175,-1.4097,10.511,0.39867,-0.052829,0.86,-4.6165
73.293,-0.53264,-0.48268,-1.4135,10.537,0.38432,0.12589,0.86,-4.7431
73.663,-0.53422,-0.51522,-1.4175,10.558,0.34059,-0.13618,0.86,-4.7129
74.042,-0.53582,-0.52978,-1.4217,10.567,0.40273,-0.0076986,0.86,-4.7932
74.419,-0.53764,-0.55264,-1.426,10.594,0.33734,-0.16771,0.86,-4.5476
74.803,-0.53949,-0.5649,-1.4305,10.602,0.36137,0.15666,0.86,-4.6271
75.177,-0.5417,-0.59871,-1.4351,10.616,0.32399,0.029798,0.86,-4.7089
75.557,-0.54405,-0.62338,-1.44,10.621,0.3934,-0.17465,0.86,-4.7928
75.945,-0.5464,-0.6337,-1.445,10.644,0.38553,-0.1255,0.86,-4.7628
76.333,-0.54887,-0.64712,-1.4502,10.665,0.32857,-0.082649,0.86,-4.7334
76.722,-0.55146,-0.66319,-1.4554,10.67,0.41202,0.025136,0.86,-4.6577
77.108,-0.55425,-0.68639,-1.4608,10.698,0.33711,0.073712,0.86,-4.5469
77.495,-0.55724,-0.71271,-1.4664,10.705,0.41456,0.1726,0.86,-4.7308
77.881,-0.5605,-0.74493,-1.4722,10.734,0.37789,0.20736,0.86,-4.7691
78.267,-0.56403,-0.77894,-1.4783,10.752,0.40068,0.077993,0.86,-4.563
78.66,-0.56769,-0.80413,-1.4847,10.776,0.38986,0.069288,0.86,-4.7563
79.055,-0.57151,-0.82784,-1.4912,10.797,0.34841,0.13253,0.86,-4.7747
79.45,-0.57555,-0.8553,-1.4979,10.807,0.39212,0.00037504,0.86,-4.5509
79.852,-0.57967,-0.87375,-1.5048,10.828,0.36495,0.22434,0.86,-4.6861
80.249,-0.58409,-0.90659,-1.512,10.842,0.35633,-0.17082,0.86,-4.5647
80.66,-0.58841,-0.91234,-1.5192,10.854,0.3783,0.21725,0.86,-4.6663
81.062,-0.59308,-0.94368,-1.5267,10.871,0.38748,-0.1631,0.86,-4.7534
81.478,-0.59764,-0.9485,-1.5342,10.891,0.36424,-0.12377,0.86,-4.6034
81.896,-0.60224,-0.95581,-1.5419,10.904,0.36042,0.12848,0.86,-4.5494
82.308,-0.60707,-0.9798,-1.5496,10.916,0.33502,-0.18968,0.86,-4.5995
82.732,-0.6118,-0.98157,-1.5574,10.921,0.3579,0.21008,0.86,-4.5631
83.146,-0.61685,-1.01,-1.5654,10.932,0.34429,0.15035,0.86,-4.7427
83.565,-0.62203,-1.0333,-1.5736,10.939,0.36073,0.11803,0.86,-4.5464
